,school_sector,school_code,school_name,school_grade_range,school_enrollment_SY1819,school_star_score_SY1819,school_star_rating_SY1819,school_capacity_SY1819,school_unfilled_seats_SY1819,school_latitude,school_longitude,school_cluster,school_ward,school_grade_band,school_enrollment_SY1718,school_star_score_SY1718,school_star_rating_SY1718,school_capacity_SY1718,school_unfilled_seats_SY1718,attnd_count_truancy_aged_students_SY1819,attnd_absence_1-5_SY1819,attnd_absence_6-10_SY1819,attnd_absence_11-20_SY1819,attnd_absence_20+_SY1819,attnd_count_truancy_aged_students_SY1718,attnd_absence_1-5_SY1718,attnd_absence_6-10_SY1718,attnd_absence_11-20_SY1718,attnd_absence_20+_SY1718,school_budgeted_amount_FY16,school_budgeted_enrollment_FY16,school_budgeted_amount_FY17,school_budgeted_enrollment_FY17,school_capacity_pct_SY1819,school_capacity_pct_SY1718,students_with_absences_SY1819,students_with_absences_SY1718,pct_of_absences_1-5_SY1819,pct_of_student_absences_1-5_SY1819,pct_of_absences_6-10_SY1819,pct_of_student_absences_6-10_SY1819,pct_of_absences_11-20_SY1819,pct_of_student_absences_11-20_SY1819,pct_of_absences_20+_SY1819,pct_of_student_absences_20+_SY1819,pct_of_absences_1-5_SY1718,pct_of_absences_6-10_SY1718,pct_of_absences_11-20_SY1718,pct_of_absences_20+_SY1718,pct_of_student_absences_1-5_SY1718,pct_of_student_absences_6-10_SY1718,pct_of_student_absences_11-20_SY1718,pct_of_student_absences_20+_SY1718,cluster_Count of English Learner Students,cluster_English Learner Students as  share of Neighborhood Cluster,cluster_Count of At Risk Students,cluster_At Risk as share of Neighborhood Cluster,cluster_Count of Special Education Students,cluster_Special Education Students as share of Neighborhood Cluster,cluster_Sum of Enrollment by Sector and Grade Band
33,DCPS,239,Garrison Elementary School,PK3-5th,277.0,78.16,4.0,356.0,79.0,38.91390129,-77.02861256,Cluster 7,Ward 2,Elementary,250.0,57.94,3.0,356.0,106.0,217.0,113.0,32.0,18.0,5.0,192.0,130.0,30.0,5.0,5.0,8010140.237101566,2600.0,4031624.0,2377449.0,0.7780898876404494,0.702247191011236,168.0,170.0,0.6726190476190477,0.407942238267148,0.1904761904761904,0.1155234657039711,0.1071428571428571,0.0649819494584837,0.0297619047619047,0.0180505415162454,0.7647058823529411,0.1764705882352941,0.0294117647058823,0.0294117647058823,0.52,0.12,0.02,0.02,396,0.25,716,0.47,221,0.14,1903
34,DCPS,227,H D Cooke Elementary School,PK3-5th,387.0,52.53,3.0,441.0,54.0,38.92394309,-77.03881058,Cluster 1,Ward 1,Elementary,404.0,71.4,4.0,441.0,37.0,330.0,162.0,67.0,53.0,,337.0,163.0,64.0,47.0,19.0,11088895.895026036,3950.0,5632610.0,3578084.0,0.8775510204081632,0.9160997732426304,,293.0,,0.4186046511627907,,0.1731266149870801,,0.1369509043927648,,,0.5563139931740614,0.2184300341296928,0.1604095563139931,0.0648464163822525,0.4034653465346535,0.1584158415841584,0.1163366336633663,0.047029702970297,203,0.27,174,0.23,82,0.11,1504
35,DCPS,246,Hardy Middle School,6th-8th,451.0,90.44,5.0,485.0,34.0,38.91550903,-77.0686139,Cluster 4,Ward 2,Middle,392.0,82.74,5.0,485.0,93.0,476.0,301.0,42.0,10.0,17.0,405.0,282.0,16.0,5.0,5.0,8879999.998946,3800.0,4464986.0,3313663.0,0.9298969072164948,0.8082474226804124,370.0,308.0,0.8135135135135135,0.6674057649667405,0.1135135135135135,0.0931263858093126,0.027027027027027,0.0221729490022172,0.0459459459459459,0.0376940133037694,0.9155844155844156,0.0519480519480519,0.0162337662337662,0.0162337662337662,0.7193877551020408,0.0408163265306122,0.0127551020408163,0.0127551020408163,36,0.15,11,0.05,16,0.07,392
36,DCPS,413,Hart Middle School,6th-8th,357.0,44.2,3.0,1105.0,748.0,38.83773787,-76.99717875,Cluster 39,Ward 8,Middle,337.0,20.83,2.0,1105.0,768.0,421.0,169.0,137.0,72.0,5.0,392.0,173.0,121.0,47.0,29.0,13644616.118516931,4310.0,6481193.0,2915118.0,0.3230769230769231,0.3049773755656109,383.0,370.0,0.4412532637075718,0.4733893557422969,0.3577023498694517,0.3837535014005602,0.1879895561357702,0.2016806722689075,0.0130548302872062,0.0140056022408963,0.4675675675675675,0.327027027027027,0.127027027027027,0.0783783783783783,0.5133531157270029,0.3590504451038576,0.1394658753709199,0.086053412462908,66,0.01,5609,0.68,1443,0.17,9122
37,DCPS,258,Hearst Elementary School,PK4-5th,331.0,66.61,4.0,344.0,13.0,38.94072265,-77.07195522,Cluster 15,Ward 3,Elementary,312.0,75.17,4.0,344.0,32.0,303.0,172.0,24.0,5.0,,278.0,183.0,24.0,5.0,0.0,7331423.969367942,3000.0,3675236.0,2703376.0,0.9622093023255814,0.9069767441860463,,212.0,,0.5196374622356495,,0.0725075528700906,,0.0151057401812688,,,0.8632075471698113,0.1132075471698113,0.0235849056603773,0.0,0.5865384615384616,0.0769230769230769,0.016025641025641,0.0,62,0.1,30,0.05,43,0.07,1465
38,DCPS,249,Hendley Elementary School,PK3-5th,366.0,35.84,2.0,479.0,113.0,38.82898591,-76.99918485,Cluster 39,Ward 8,Elementary,379.0,27.46,2.0,479.0,100.0,365.0,84.0,121.0,104.0,31.0,387.0,82.0,108.0,115.0,75.0,11042737.178587636,5100.0,5644737.0,3831414.0,0.7640918580375783,0.791231732776618,340.0,380.0,0.2470588235294117,0.2295081967213114,0.3558823529411765,0.3306010928961748,0.3058823529411765,0.2841530054644808,0.0911764705882352,0.0846994535519125,0.2157894736842105,0.2842105263157894,0.3026315789473684,0.1973684210526315,0.2163588390501319,0.2849604221635884,0.3034300791556728,0.1978891820580474,66,0.01,5609,0.68,1443,0.17,9122
39,DCPS,251,Houston Elementary School,PK3-5th,277.0,26.18,2.0,0.0,0.0,38.90541532,-76.92994765,Cluster 31,Ward 7,Elementary,269.0,30.0,2.0,419.0,150.0,226.0,100.0,57.0,38.0,5.0,227.0,92.0,64.0,47.0,20.0,7296074.686244477,2910.0,3809965.0,2275149.0,inf,0.6420047732696897,200.0,223.0,0.5,0.3610108303249097,0.285,0.2057761732851985,0.19,0.1371841155234657,0.025,0.0180505415162454,0.4125560538116592,0.2869955156950672,0.210762331838565,0.0896860986547085,0.3420074349442379,0.2379182156133829,0.174721189591078,0.0743494423791821,71,0.02,2089,0.61,612,0.18,3518
40,DCPS,252,Hyde-Addison Elementary School,PK3-5th,352.0,60.69,4.0,0.0,0.0,38.92282623,-77.02659252,Cluster 2,Ward 1,Elementary,320.0,87.57,5.0,0.0,0.0,318.0,167.0,38.0,5.0,18.0,272.0,172.0,43.0,5.0,0.0,6897653.434736639,3220.0,3331477.0,2867084.0,inf,inf,228.0,220.0,0.7324561403508771,0.4744318181818182,0.1666666666666666,0.1079545454545454,0.0219298245614035,0.0142045454545454,0.0789473684210526,0.0511363636363636,0.7818181818181819,0.1954545454545454,0.0227272727272727,0.0,0.5375,0.134375,0.015625,0.0,2276,0.37,2467,0.42,889,0.14,8171
41,DCPS,480,Inspiring Youth Program (formerly Incarcerated Youth Program),Alternative,32.0,,,0.0,0.0,38.88343091,-76.97637892,Cluster 26,Ward 7,Adult/Alt,40.0,,,0.0,0.0,,,,,,,,,,,2850521.996726983,240.0,,,inf,inf,,,,,,,,,,,,,,,,,,,73,0.03,672,0.26,269,0.1,3988
42,DCPS,339,1,PK3-5th,477.0,50.77,3.0,513.0,36.0,38.902758,-76.99658902,Cluster 25,Ward 6,Elementary,509.0,59.25,3.0,513.0,4.0,399.0,146.0,108.0,83.0,,421.0,180.0,120.0,71.0,23.0,11515283.958114004,4930.0,5906913.0,4219416.0,0.9298245614035088,0.9922027290448344,,394.0,,0.3060796645702306,,0.2264150943396226,,0.1740041928721174,,,0.4568527918781725,0.3045685279187817,0.1802030456852792,0.0583756345177665,0.3536345776031434,0.2357563850687623,0.1394891944990176,0.0451866404715127,75,0.02,1009,0.33,387,0.13,4903
43,DCPS,254,Janney Elementary School,PK4-5th,739.0,83.03,5.0,722.0,0.0,38.94755042,-77.08099483,Cluster 11,Ward 3,Elementary,737.0,88.2,5.0,722.0,0.0,687.0,427.0,24.0,5.0,5.0,680.0,506.0,24.0,5.0,0.0,13141750.0,7300.0,6602473.0,5039961.0,1.0235457063711912,1.020775623268698,461.0,535.0,0.9262472885032538,0.577807848443843,0.0520607375271149,0.0324763193504736,0.0108459869848156,0.006765899864682,0.0108459869848156,0.006765899864682,0.9457943925233644,0.0448598130841121,0.0093457943925233,0.0,0.6865671641791045,0.0325644504748982,0.0067842605156037,0.0,48,0.03,40,0.03,94,0.07,4041
44,DCPS,416,"Johnson, John Hayden Middle School",6th-8th,275.0,25.55,2.0,744.0,469.0,38.85133691,-76.98370368,Cluster 38,Ward 8,Middle,255.0,21.01,2.0,744.0,489.0,321.0,37.0,72.0,121.0,62.0,293.0,74.0,92.0,76.0,48.0,8849974.481769396,2990.0,4256026.0,2532462.0,0.3696236559139785,0.3427419354838709,292.0,290.0,0.1267123287671233,0.1345454545454545,0.2465753424657534,0.2618181818181818,0.4143835616438356,0.44,0.2123287671232876,0.2254545454545454,0.2551724137931034,0.3172413793103448,0.2620689655172414,0.1655172413793103,0.2901960784313726,0.3607843137254902,0.2980392156862745,0.188235294117647,40,0.01,2566,0.68,680,0.17,1155
45,DCPS,421,Kelly Miller Middle School,6th-8th,482.0,25.91,2.0,720.0,238.0,38.89331541,-76.93245515,Cluster 31,Ward 7,Middle,387.0,20.45,2.0,720.0,333.0,557.0,89.0,118.0,175.0,,470.0,152.0,104.0,125.0,75.0,12895960.001537124,5650.0,6125581.0,3515590.0,0.6694444444444444,0.5375,,456.0,,0.1846473029045643,,0.2448132780082987,,0.3630705394190871,,,0.3333333333333333,0.2280701754385964,0.2741228070175439,0.1644736842105263,0.3927648578811369,0.268733850129199,0.3229974160206718,0.1937984496124031,71,0.02,2089,0.61,612,0.18,3518
46,DCPS,257,Ketcham Elementary School,PK3-5th,300.0,42.18,3.0,325.0,25.0,38.86604269,-76.98362116,Cluster 28,Ward 8,Elementary,310.0,49.0,3.0,325.0,15.0,256.0,57.0,67.0,69.0,89.0,269.0,67.0,88.0,90.0,20.0,7445356.124901836,3200.0,3911474.0,2687586.0,0.9230769230769232,0.953846153846154,282.0,265.0,0.202127659574468,0.19,0.2375886524822695,0.2233333333333333,0.2446808510638297,0.23,0.3156028368794326,0.2966666666666667,0.2528301886792453,0.3320754716981132,0.3396226415094339,0.0754716981132075,0.2161290322580645,0.2838709677419355,0.2903225806451613,0.064516129032258,13,0.01,1029,0.69,265,0.18,614
47,DCPS,272,Key Elementary School,PK4-5th,399.0,76.58,4.0,532.0,133.0,38.92680184,-77.10052732,Cluster 13,Ward 3,Elementary,417.0,76.61,4.0,432.0,15.0,364.0,203.0,24.0,5.0,171.0,386.0,259.0,32.0,5.0,0.0,7272976.524901374,3950.0,3793751.0,3247182.0,0.75,0.9652777777777778,403.0,296.0,0.5037220843672456,0.5087719298245614,0.0595533498759305,0.0601503759398496,0.0124069478908188,0.012531328320802,0.4243176178660049,0.4285714285714285,0.875,0.1081081081081081,0.0168918918918918,0.0,0.6211031175059952,0.0767386091127098,0.0119904076738609,0.0,43,0.06,26,0.03,52,0.07,817
48,DCPS,259,Kimball Elementary School,PK3-5th,343.0,60.14,4.0,0.0,0.0,38.87906828,-76.93761631,Cluster 33,Ward 7,Elementary,325.0,27.81,2.0,0.0,0.0,316.0,185.0,88.0,20.0,44.0,303.0,180.0,91.0,15.0,5.0,8034221.706259391,3520.0,4136103.0,3049204.0,inf,inf,337.0,291.0,0.5489614243323442,0.5393586005830904,0.2611275964391691,0.2565597667638484,0.059347181008902,0.0583090379008746,0.1305637982195845,0.1282798833819242,0.6185567010309279,0.3127147766323024,0.0515463917525773,0.0171821305841924,0.5538461538461539,0.28,0.0461538461538461,0.0153846153846153,177,0.04,2632,0.57,748,0.16,3242
49,DCPS,344,"King, M L Elementary School",PK3-5th,295.0,35.37,2.0,444.0,149.0,38.84244319,-76.99823899,Cluster 39,Ward 8,Elementary,346.0,25.44,2.0,444.0,98.0,270.0,53.0,57.0,86.0,5.0,312.0,86.0,72.0,90.0,50.0,9129363.996213082,3880.0,4995703.0,3514917.0,0.6644144144144144,0.7792792792792793,201.0,298.0,0.263681592039801,0.1796610169491525,0.2835820895522388,0.1932203389830508,0.4278606965174129,0.2915254237288135,0.0248756218905472,0.0169491525423728,0.2885906040268456,0.2416107382550335,0.3020134228187919,0.1677852348993288,0.2485549132947976,0.2080924855491329,0.2601156069364161,0.1445086705202312,66,0.01,5609,0.68,1443,0.17,9122
50,DCPS,417,Kramer Middle School,6th-8th,208.0,1.61,1.0,600.0,392.0,38.8712864,-76.9801713,Cluster 34,Ward 8,Middle,194.0,5.72,1.0,600.0,406.0,254.0,17.0,31.0,58.0,5.0,237.0,34.0,50.0,64.0,84.0,8934924.0022365,3180.0,4332477.0,2179548.0,0.3466666666666667,0.3233333333333333,111.0,232.0,0.1531531531531531,0.0817307692307692,0.2792792792792792,0.1490384615384615,0.5225225225225225,0.2788461538461538,0.045045045045045,0.0240384615384615,0.146551724137931,0.2155172413793103,0.2758620689655172,0.3620689655172414,0.1752577319587628,0.2577319587628865,0.3298969072164948,0.4329896907216495,47,0.02,1682,0.56,483,0.16,1786
51,DCPS,261,Lafayette Elementary School,PK4-5th,887.0,81.51,5.0,805.0,0.0,38.96662755,-77.06803712,Cluster 10,Ward 4,Elementary,816.0,73.92,4.0,805.0,0.0,803.0,438.0,11.0,5.0,70.0,737.0,402.0,5.0,5.0,0.0,12665080.0,6930.0,6366155.0,5371216.0,1.101863354037267,1.013664596273292,524.0,412.0,0.8358778625954199,0.4937993235625704,0.0209923664122137,0.012401352874859,0.0095419847328244,0.0056369785794813,0.1335877862595419,0.0789177001127395,0.9757281553398058,0.012135922330097,0.012135922330097,0.0,0.4926470588235294,0.0061274509803921,0.0061274509803921,0.0,63,0.04,62,0.04,106,0.06,816
52,DCPS,262,Langdon Elementary School,PK3-5th,353.0,65.73,4.0,500.0,147.0,38.92470416,-76.97708185,Cluster 22,Ward 5,Elementary,324.0,72.65,4.0,500.0,176.0,340.0,158.0,91.0,48.0,146.0,292.0,138.0,70.0,39.0,14.0,6921951.503670291,2610.0,3895729.0,2804787.0,0.706,0.648,443.0,261.0,0.3566591422121896,0.4475920679886686,0.2054176072234763,0.2577903682719547,0.1083521444695259,0.1359773371104816,0.3295711060948081,0.4135977337110481,0.5287356321839081,0.2681992337164751,0.1494252873563218,0.053639846743295,0.4259259259259259,0.2160493827160493,0.1203703703703703,0.0432098765432098,212,0.09,1052,0.44,342,0.14,2235
53,DCPS,370,Langley Elementary School,PK3-5th,290.0,32.07,2.0,530.0,240.0,38.91516879,-77.00588662,Cluster 21,Ward 5,Elementary,275.0,14.26,1.0,530.0,255.0,232.0,78.0,71.0,48.0,5.0,250.0,107.0,68.0,42.0,21.0,8813882.94834839,3100.0,4355320.0,2581967.0,0.5471698113207547,0.5188679245283019,202.0,238.0,0.3861386138613861,0.2689655172413793,0.3514851485148514,0.2448275862068965,0.2376237623762376,0.1655172413793103,0.0247524752475247,0.0172413793103448,0.4495798319327731,0.2857142857142857,0.1764705882352941,0.088235294117647,0.3890909090909091,0.2472727272727272,0.1527272727272727,0.0763636363636363,302,0.11,1154,0.44,377,0.14,5837
54,DCPS,264,LaSalle-Backus Education Campus,PK3-8th,382.0,64.1,4.0,400.0,18.0,38.95997214,-76.99988254,Cluster 19,Ward 4,Education Campus/Multi,363.0,55.23,3.0,400.0,37.0,386.0,183.0,84.0,48.0,23.0,352.0,175.0,76.0,40.0,25.0,11204438.0042095,3520.0,5534604.0,3244381.0,0.955,0.9075,338.0,316.0,0.5414201183431953,0.4790575916230366,0.2485207100591716,0.2198952879581152,0.1420118343195266,0.1256544502617801,0.0680473372781065,0.0602094240837696,0.5537974683544303,0.240506329113924,0.1265822784810126,0.0791139240506329,0.4820936639118457,0.209366391184573,0.1101928374655647,0.0688705234159779,802,0.29,1086,0.41,403,0.15,2550
55,DCPS,266,Leckie Education Campus,PK3-8th,529.0,32.15,2.0,580.0,51.0,38.82819678,-77.01289191,Cluster 39,Ward 8,Education Campus/Multi,558.0,33.85,2.0,580.0,22.0,465.0,176.0,127.0,114.0,,490.0,197.0,154.0,102.0,17.0,10202107.77872032,4740.0,5409962.0,4062673.0,0.9120689655172414,0.9620689655172414,,470.0,,0.332703213610586,,0.2400756143667296,,0.2155009451795841,,,0.4191489361702127,0.3276595744680851,0.2170212765957447,0.0361702127659574,0.3530465949820788,0.2759856630824372,0.1827956989247312,0.0304659498207885,66,0.01,5609,0.68,1443,0.17,9122
56,DCPS,271,Ludlow-Taylor Elementary School,PK3-5th,439.0,51.87,3.0,493.0,54.0,38.89874414,-76.99649249,Cluster 25,Ward 6,Elementary,414.0,77.61,4.0,493.0,79.0,335.0,222.0,32.0,5.0,34.0,314.0,184.0,53.0,18.0,5.0,8931684.255332343,3510.0,4973431.0,3440238.0,0.8904665314401623,0.8397565922920892,293.0,260.0,0.757679180887372,0.5056947608200456,0.1092150170648464,0.0728929384965831,0.0170648464163822,0.0113895216400911,0.1160409556313993,0.0774487471526196,0.7076923076923077,0.2038461538461538,0.0692307692307692,0.0192307692307692,0.4444444444444444,0.1280193236714976,0.0434782608695652,0.0120772946859903,75,0.02,1009,0.33,387,0.13,4903
57,DCPS,884,Luke Moore Alternative High School,9th-12th,288.0,,,350.0,62.0,38.93227638,-76.99231633,Cluster 22,Ward 5,High,251.0,29.69,2.0,350.0,99.0,165.0,5.0,5.0,13.0,5.0,184.0,17.0,16.0,35.0,111.0,7232096.006766069,3620.0,3618704.0,2887150.0,0.8228571428571428,0.7171428571428572,28.0,179.0,0.1785714285714285,0.0173611111111111,0.1785714285714285,0.0173611111111111,0.4642857142857143,0.0451388888888888,0.1785714285714285,0.0173611111111111,0.0949720670391061,0.0893854748603352,0.1955307262569832,0.6201117318435754,0.0677290836653386,0.0637450199203187,0.1394422310756972,0.4422310756972111,212,0.09,1052,0.44,342,0.14,2235
58,DCPS,420,MacFarland Middle School,6th-8th,354.0,31.12,2.0,590.0,236.0,38.94360856,-77.02777641,Cluster 18,Ward 4,Middle,132.0,55.13,3.0,590.0,458.0,387.0,176.0,71.0,57.0,130.0,144.0,90.0,15.0,5.0,5.0,,,1637757.0,1235843.0,0.6,0.223728813559322,434.0,115.0,0.4055299539170507,0.4971751412429379,0.1635944700460829,0.2005649717514124,0.1313364055299539,0.1610169491525423,0.2995391705069124,0.3672316384180791,0.782608695652174,0.1304347826086956,0.0434782608695652,0.0434782608695652,0.6818181818181818,0.1136363636363636,0.0378787878787878,0.0378787878787878,2164,0.32,2406,0.36,883,0.13,7949
59,DCPS,308,Malcolm X Elementary School @ Green,PK3-5th,242.0,42.32,3.0,520.0,278.0,38.8416454,-76.98339857,Cluster 38,Ward 8,Elementary,256.0,41.51,3.0,520.0,264.0,212.0,81.0,39.0,50.0,39.0,234.0,100.0,77.0,53.0,0.0,6366471.149535671,2290.0,3473247.0,2415497.0,0.4653846153846154,0.4923076923076923,209.0,230.0,0.3875598086124402,0.3347107438016529,0.1866028708133971,0.1611570247933884,0.2392344497607655,0.2066115702479339,0.1866028708133971,0.1611570247933884,0.4347826086956521,0.3347826086956522,0.2304347826086956,0.0,0.390625,0.30078125,0.20703125,0.0,40,0.01,2566,0.68,680,0.17,1155
60,DCPS,273,Mann Elementary School,PK4-5th,397.0,85.65,5.0,428.0,31.0,38.93429231,-77.08782619,Cluster 13,Ward 3,Elementary,400.0,87.12,5.0,428.0,28.0,374.0,235.0,17.0,5.0,5.0,375.0,204.0,5.0,5.0,0.0,6945972.0022365,3350.0,3721473.0,3138698.0,0.927570093457944,0.9345794392523364,262.0,214.0,0.8969465648854962,0.5919395465994962,0.0648854961832061,0.0428211586901763,0.0190839694656488,0.0125944584382871,0.0190839694656488,0.0125944584382871,0.9532710280373832,0.0233644859813084,0.0233644859813084,0.0,0.51,0.0125,0.0125,0.0,43,0.06,26,0.03,52,0.07,817
61,DCPS,284,Marie Reed Elementary School,PK3-5th,437.0,67.93,4.0,486.0,49.0,38.91911214,-77.04082224,Cluster 1,Ward 1,Elementary,427.0,83.7,5.0,486.0,59.0,358.0,196.0,58.0,24.0,5.0,344.0,182.0,62.0,30.0,5.0,10435364.13395225,3940.0,5364019.0,3545238.0,0.8991769547325102,0.8786008230452675,283.0,279.0,0.6925795053003534,0.448512585812357,0.2049469964664311,0.1327231121281464,0.0848056537102473,0.0549199084668192,0.0176678445229682,0.011441647597254,0.6523297491039427,0.2222222222222222,0.1075268817204301,0.017921146953405,0.4262295081967213,0.1451990632318501,0.0702576112412178,0.0117096018735363,203,0.27,174,0.23,82,0.11,1504
62,DCPS,274,Maury Elementary School,PK3-5th,407.0,83.15,5.0,0.0,0.0,38.89243712,-76.97856502,Cluster 25,Ward 6,Elementary,407.0,94.38,5.0,388.0,0.0,339.0,196.0,21.0,12.0,5.0,330.0,204.0,48.0,5.0,0.0,7265554.311210605,3780.0,3846236.0,3337536.0,inf,1.0489690721649485,234.0,257.0,0.8376068376068376,0.4815724815724815,0.0897435897435897,0.0515970515970515,0.0512820512820512,0.0294840294840294,0.0213675213675213,0.0122850122850122,0.7937743190661478,0.1867704280155642,0.0194552529182879,0.0,0.5012285012285013,0.1179361179361179,0.0122850122850122,0.0,75,0.02,1009,0.33,387,0.13,4903
63,DCPS,435,McKinley Middle School,6th-8th,231.0,18.81,1.0,,,38.91522012,-77.00412244,Cluster 21,Ward 5,Education Campus/Multi,241.0,26.23,2.0,,,259.0,5.0,38.0,93.0,118.0,269.0,26.0,51.0,84.0,106.0,6069202.000127314,2500.0,3112876.0,1889210.0,,,254.0,267.0,0.0196850393700787,0.0216450216450216,0.1496062992125984,0.1645021645021645,0.3661417322834646,0.4025974025974026,0.4645669291338583,0.5108225108225108,0.097378277153558,0.1910112359550561,0.3146067415730337,0.3970037453183521,0.1078838174273859,0.2116182572614107,0.3485477178423236,0.4398340248962655,302,0.11,1154,0.44,377,0.14,5837
64,DCPS,458,McKinley Technology High School,9th-12th,633.0,87.04,5.0,,,38.91522012,-77.00412244,Cluster 21,Ward 5,,620.0,85.43,5.0,,,631.0,125.0,206.0,220.0,67.0,615.0,209.0,206.0,138.0,39.0,14105815.999685835,6460.0,7518785.0,4611122.0,,,618.0,592.0,0.2022653721682848,0.1974723538704581,0.3333333333333333,0.325434439178515,0.3559870550161812,0.3475513428120063,0.1084142394822006,0.1058451816745655,0.3530405405405405,0.3479729729729729,0.2331081081081081,0.0658783783783783,0.3370967741935484,0.332258064516129,0.2225806451612903,0.0629032258064516,302,0.11,1154,0.44,377,0.14,5837
65,DCPS,280,Miner Elementary School,PK3-5th,361.0,24.53,2.0,550.0,189.0,38.89737602,-76.98290432,Cluster 25,Ward 6,Elementary,345.0,45.31,3.0,550.0,205.0,284.0,126.0,64.0,48.0,25.0,268.0,178.0,42.0,11.0,5.0,10202898.823345274,4050.0,5091971.0,3519622.0,0.6563636363636364,0.6272727272727273,263.0,236.0,0.4790874524714829,0.3490304709141274,0.2433460076045627,0.1772853185595568,0.182509505703422,0.1329639889196676,0.0950570342205323,0.0692520775623268,0.7542372881355932,0.1779661016949152,0.0466101694915254,0.0211864406779661,0.5159420289855072,0.1217391304347826,0.0318840579710144,0.0144927536231884,75,0.02,1009,0.33,387,0.13,4903
66,DCPS,285,Moten Elementary School,PK3-5th,323.0,19.87,1.0,480.0,157.0,38.856656,-76.98294368,Cluster 37,Ward 8,Elementary,401.0,13.63,1.0,480.0,79.0,322.0,84.0,80.0,94.0,51.0,360.0,57.0,90.0,107.0,97.0,9921336.53464541,4270.0,4914177.0,3430796.0,0.6729166666666667,0.8354166666666667,309.0,351.0,0.2718446601941747,0.2600619195046439,0.2588996763754045,0.2476780185758514,0.3042071197411003,0.2910216718266253,0.1650485436893204,0.1578947368421052,0.1623931623931624,0.2564102564102564,0.3048433048433048,0.2763532763532763,0.14214463840399,0.2244389027431421,0.2668329177057356,0.2418952618453865,17,0.01,1716,0.68,446,0.17,3864
67,DCPS,287,Murch Elementary School,PK4-5th,601.0,92.3,5.0,730.0,129.0,38.95293352,-77.07007921,Cluster 12,Ward 3,Elementary,573.0,79.07,4.0,0.0,0.0,579.0,348.0,38.0,5.0,5.0,538.0,364.0,53.0,10.0,0.0,11984592.0022365,6340.0,5692681.0,4513199.0,0.8232876712328767,inf,396.0,427.0,0.8787878787878788,0.5790349417637272,0.0959595959595959,0.0632279534109817,0.0126262626262626,0.0083194675540765,0.0126262626262626,0.0083194675540765,0.8524590163934426,0.1241217798594847,0.0234192037470726,0.0,0.6352530541012217,0.0924956369982548,0.0174520069808027,0.0,115,0.17,52,0.08,52,0.07,573
68,DCPS,288,Nalle Elementary School,PK3-5th,370.0,54.86,3.0,400.0,30.0,38.88595442,-76.93079651,Cluster 33,Ward 7,Elementary,387.0,44.78,3.0,400.0,13.0,313.0,184.0,55.0,30.0,11.0,327.0,181.0,105.0,13.0,5.0,9386882.004541112,3890.0,4589598.0,3373621.0,0.925,0.9675,280.0,304.0,0.6571428571428571,0.4972972972972973,0.1964285714285714,0.1486486486486486,0.1071428571428571,0.081081081081081,0.0392857142857142,0.0297297297297297,0.5953947368421053,0.3453947368421052,0.0427631578947368,0.0164473684210526,0.4677002583979328,0.2713178294573643,0.0335917312661498,0.0129198966408268,177,0.04,2632,0.57,748,0.16,3242
69,DCPS,290,Noyes Elementary School,PK3-5th,224.0,29.81,2.0,379.0,155.0,38.92517798,-76.99184288,Cluster 22,Ward 5,Elementary,195.0,25.08,2.0,379.0,184.0,222.0,132.0,38.0,11.0,5.0,190.0,100.0,37.0,11.0,5.0,6842275.239834971,2140.0,3301360.0,1978631.0,0.5910290237467019,0.5145118733509235,186.0,153.0,0.7096774193548387,0.5892857142857143,0.2043010752688172,0.1696428571428571,0.0591397849462365,0.0491071428571428,0.0268817204301075,0.0223214285714285,0.6535947712418301,0.2418300653594771,0.0718954248366013,0.0326797385620915,0.5128205128205128,0.1897435897435897,0.0564102564102564,0.0256410256410256,212,0.09,1052,0.44,342,0.14,2235
70,DCPS,201,Oyster Adams Bilingual School (Adams),4th-8th,343.0,77.53,4.0,348.0,5.0,38.91730954,-77.04437725,Cluster 1,Ward 1,Middle,347.0,80.14,5.0,348.0,1.0,,,,,,,,,,,,,,,0.985632183908046,0.9971264367816092,,,,,,,,,,,,,,,,,,,203,0.27,174,0.23,82,0.11,1504
71,DCPS,292,Oyster Adams Bilingual School (Oyster),PK4-3rd,363.0,77.53,4.0,375.0,12.0,38.92359583,-77.05720337,Cluster 15,Ward 3,Elementary,330.0,80.14,5.0,375.0,45.0,686.0,422.0,76.0,5.0,5.0,646.0,398.0,71.0,5.0,5.0,16505914.0,6430.0,8171881.0,6032467.0,0.968,0.88,508.0,479.0,0.8307086614173228,1.162534435261708,0.1496062992125984,0.209366391184573,0.0098425196850393,0.0137741046831955,0.0098425196850393,0.0137741046831955,0.8308977035490606,0.1482254697286012,0.0104384133611691,0.0104384133611691,1.206060606060606,0.2151515151515151,0.0151515151515151,0.0151515151515151,62,0.1,30,0.05,43,0.07,1465
