code,name,grade_band,enrollment_SY1718,enrollment_SY1819,star_score_SY1718,star_score_SY1819,star_rating_SY1718,star_rating_SY1819,capacity_SY1718,capacity_SY1819,latitude,longitude,cluster,ward,count_any_SY1819,count_0_SY1819,pct_0_SY1819,count_1-5_SY1819,pct_1-5_SY1819,count_6-10_SY1819,pct_6-10_SY1819,count_11-20_SY1819,pct_11-20_SY1819,count_20+_SY1819,pct_20+_SY1819,count_any_SY1718,count_0_SY1718,pct_0_SY1718,count_1-5_SY1718,pct_1-5_SY1718,count_6-10_SY1718,pct_6-10__SY1718,count_11-20_SY1718,pct_11-20_SY1718,count_20+_SY1718,pct_20+_SY1718,budgeted_amount_FY16,budgeted_enrollment_FY16,budgeted_amount_FY17,budgeted_enrollment_FY17
413,Hart Middle School,Middle,337,357,20.83,44.2,2,3,1105,1105,38.83773787,-76.99717875,39,8,383,-26,-0.072829132,169,0.473389356,137,0.383753501,72,0.201680672,5,0.014005602,370,-33,-0.097922849,173,0.513353116,121,0.359050445,47,0.139465875,29,0.086053412,13644616.12,4310,6481193,2915118
416,"Johnson, John Hayden Middle School",Middle,255,275,21.01,25.55,2,2,744,744,38.85133691,-76.98370368,38,8,292,-17,-0.061818182,37,0.134545455,72,0.261818182,121,0.44,62,0.225454545,290,-35,-0.137254902,74,0.290196078,92,0.360784314,76,0.298039216,48,0.188235294,8849974.482,2990,4256026,2532462
417,Kramer Middle School,Middle,194,208,5.72,1.61,1,1,600,600,38.8712864,-76.9801713,34,8,111,97,0.466346154,17,0.081730769,31,0.149038462,58,0.278846154,5,0.024038462,232,-38,-0.195876289,34,0.175257732,50,0.257731959,64,0.329896907,84,0.432989691,8934924.002,3180,4332477,2179548
420,MacFarland Middle School,Middle,132,354,55.13,31.12,3,2,590,590,38.94360856,-77.02777641,18,4,434,-80,-0.225988701,176,0.497175141,71,0.200564972,57,0.161016949,130,0.367231638,115,17,0.128787879,90,0.681818182,15,0.113636364,5,0.037878788,5,0.037878788,-1,-1,1637757,1235843
421,Kelly Miller Middle School,Middle,387,482,20.45,25.91,2,2,720,720,38.89331541,-76.93245515,31,7,382,100,0.20746888,89,0.184647303,118,0.244813278,175,0.363070539,0,0,456,-69,-0.178294574,152,0.392764858,104,0.26873385,125,0.322997416,75,0.19379845,12895960,5650,6125581,3515590
427,Sousa Middle School,Middle,228,242,12.33,32.45,1,2,790,790,38.88389441,-76.95315884,32,7,258,-16,-0.066115702,61,0.252066116,76,0.314049587,81,0.334710744,40,0.165289256,259,-31,-0.135964912,61,0.26754386,80,0.350877193,80,0.350877193,38,0.166666667,7542783.997,2860,3473232,2143200
428,Stuart-Hobson Middle School (Capitol Hill Cluster),Middle,422,454,53.53,61.01,3,4,450,450,38.8962977,-77.00000438,25,6,402,52,0.114537445,251,0.552863436,102,0.224669604,38,0.083700441,11,0.024229075,396,26,0.061611374,246,0.582938389,107,0.253554502,38,0.090047393,5,0.011848341,8509627.203,4200,4424768,3327176
428,Stuart-Hobson Middle School (Capitol Hill Cluster),Middle,422,454,53.53,61.01,3,4,450,450,38.8962977,-77.00000438,25,6,402,52,0.114537445,251,0.552863436,102,0.224669604,38,0.083700441,11,0.024229075,396,26,0.061611374,246,0.582938389,107,0.253554502,38,0.090047393,5,0.011848341,8899894.005,4270,4424768,3327176
435,McKinley Middle School,Middle,241,231,26.23,18.81,2,1,-1,-1,38.91522012,-77.00412244,21,5,254,-23,-0.0995671,5,0.021645022,38,0.164502165,93,0.402597403,118,0.510822511,267,-26,-0.107883817,26,0.107883817,51,0.211618257,84,0.348547718,106,0.439834025,6069202,2500,3112876,1889210
436,Ron Brown College Preparatory High School,High,209,261,29.57,15.1,2,1,600,600,38.90656271,-76.93270478,31,7,272,-11,-0.042145594,23,0.088122605,44,0.168582375,71,0.272030651,134,0.513409962,211,-2,-0.009569378,33,0.157894737,42,0.200956938,56,0.267942584,80,0.38277512,-1,-1,-1,-1
442,Columbia Heights Education Campus (CHEC),Middle_High,1240,1320,58.59,58.12,3,3,1400,1400,38.92954477,-77.03585831,2,1,1201,119,0.090151515,418,0.316666667,257,0.19469697,281,0.212878788,245,0.185606061,1168,72,0.058064516,390,0.314516129,268,0.216129032,307,0.247580645,203,0.163709677,29569861.25,14010,15103919,8377643
450,Anacostia High School,High,379,296,2.85,3.68,1,1,837,837,38.87008406,-76.98307725,34,8,338,-42,-0.141891892,20,0.067567568,29,0.097972973,68,0.22972973,221,0.746621622,392,-13,-0.034300792,31,0.081794195,40,0.105540897,59,0.155672823,262,0.691292876,18537017.6,6360,9238855,4694247
452,Ballou High School,High,880,650,4.65,4.83,1,1,955,955,38.83851166,-77.0013625,39,8,678,-28,-0.043076923,26,0.04,40,0.061538462,94,0.144615385,518,0.796923077,918,-38,-0.043181818,53,0.060227273,102,0.115909091,207,0.235227273,556,0.631818182,21873207.96,8180,12748461,6860942
454,Cardozo Education Campus,Middle_High,788,746,15.12,16.17,1,1,1070,1070,38.92217286,-77.02847069,2,1,707,39,0.05227882,95,0.127345845,95,0.127345845,153,0.205093834,364,0.487935657,716,72,0.091370558,111,0.140862944,125,0.158629442,164,0.208121827,316,0.401015228,25095524.01,8440,13473353,6689482
455,Coolidge High School,High,310,327,13.24,14.79,1,1,1105,1105,38.96728457,-77.01957835,17,4,314,13,0.039755352,61,0.186544343,47,0.143730887,63,0.19266055,143,0.437308869,299,11,0.035483871,101,0.325806452,53,0.170967742,58,0.187096774,87,0.280645161,13010968,4010,6724146,3558676
457,Eastern High School,High,769,744,31.67,25.45,2,2,1100,1100,38.89040266,-76.97968429,26,6,773,-29,-0.038978495,59,0.079301075,86,0.115591398,170,0.228494624,458,0.615591398,757,12,0.015604681,94,0.122236671,109,0.141742523,174,0.22626788,380,0.494148244,22845763.94,10700,10952631,5851047
458,McKinley Technology High School,High,620,633,85.43,87.04,5,5,-1,-1,38.91522012,-77.00412244,21,5,618,15,0.023696682,125,0.197472354,206,0.325434439,220,0.347551343,67,0.105845182,592,28,0.04516129,209,0.337096774,206,0.332258065,138,0.222580645,39,0.062903226,14105816,6460,7518785,4611122
459,Roosevelt High School,High,698,645,10.62,12.69,1,1,-1,-1,38.94302943,-77.02919685,18,4,687,-42,-0.065116279,67,0.103875969,82,0.127131783,138,0.213953488,400,0.620155039,705,-7,-0.010028653,92,0.131805158,82,0.11747851,139,0.199140401,392,0.561604585,15648414,5140,9117002,4374306
463,Wilson High School,High,1829,1796,74.46,71.99,4,4,1840,1840,38.95015672,-77.0777757,11,3,1759,37,0.020601336,694,0.386414254,466,0.259465479,333,0.185412027,266,0.148106904,1786,43,0.023510115,596,0.325861126,423,0.23127392,378,0.206670312,389,0.212684527,31218186,18780,16045386,11218996
464,"Woodson, H D High School",High,488,455,24.54,18.34,2,1,1000,1000,38.89678662,-76.92232826,31,7,510,-55,-0.120879121,27,0.059340659,49,0.107692308,107,0.235164835,327,0.718681319,528,-40,-0.081967213,36,0.073770492,62,0.12704918,111,0.227459016,319,0.653688525,16381258.33,5820,9597703,5567160
466,School Without Walls High School,High,592,592,98.56,97.9,5,5,520,520,38.89812412,-77.04818647,5,2,435,157,0.265202703,396,0.668918919,34,0.057432432,5,0.008445946,0,0,392,200,0.337837838,336,0.567567568,41,0.069256757,10,0.016891892,5,0.008445946,11513258,4390,5267593,3742090
467,Dunbar High School,High,617,667,26.57,22.24,2,2,1135,1135,38.90762655,-77.01269148,21,5,713,-46,-0.068965517,27,0.04047976,43,0.064467766,135,0.202398801,508,0.76161919,660,-43,-0.069692058,37,0.059967585,61,0.098865478,164,0.265802269,398,0.645056726,17457680.48,6860,8919967,5286569
471,Ellington School of the Arts,High,566,545,72.66,74.13,4,4,600,600,38.91344638,-77.07030757,4,2,560,-15,-0.027522936,112,0.205504587,142,0.260550459,147,0.269724771,159,0.291743119,518,48,0.084805654,224,0.395759717,101,0.17844523,111,0.196113074,82,0.144876325,12437825.65,5270,6791997,3355125
474,Washington Metropolitan High School,High,195,136,24.88,12.9,2,1,-1,-1,38.92043047,-77.01558101,3,1,145,-9,-0.066176471,5,0.036764706,5,0.036764706,5,0.036764706,130,0.955882353,196,-1,-0.005128205,5,0.025641026,5,0.025641026,5,0.025641026,181,0.928205128,7133322.002,2510,3599053,2721974
478,"Phelps Architecture, Construction, and Engineering High School",High,260,265,44.7,54.27,3,3,512,512,38.90199202,-76.97189763,23,5,260,5,0.018867925,43,0.162264151,63,0.237735849,79,0.298113208,75,0.283018868,258,2,0.007692308,35,0.134615385,49,0.188461538,94,0.361538462,80,0.307692308,8835779.994,3610,4196996,2765707
884,Luke Moore Alternative High School,High,251,288,29.69,-1,2,-1,350,350,38.93227638,-76.99231633,22,5,28,260,0.902777778,5,0.017361111,5,0.017361111,13,0.045138889,5,0.017361111,179,72,0.28685259,17,0.067729084,16,0.06374502,35,0.139442231,111,0.442231076,7232096.007,3620,3618704,2887150
